"","us-bibliographic-data-grant.publication-reference1","us-bibliographic-data-grant.publication-reference2","us-bibliographic-data-grant.publication-reference3","us-bibliographic-data-grant.publication-reference4","us-bibliographic-data-grant.application-reference1","us-bibliographic-data-grant.application-reference2","us-bibliographic-data-grant.application-reference3","us-bibliographic-data-grant.application-reference..attrs.appl-type","us-bibliographic-data-grant.us-application-series-code","us-bibliographic-data-grant.us-term-of-grant.length-of-grant","us-bibliographic-data-grant.classification-locarno.edition","us-bibliographic-data-grant.classification-locarno.main-classification","us-bibliographic-data-grant.classification-national.country","us-bibliographic-data-grant.classification-national.main-classification","us-bibliographic-data-grant.invention-title.text","us-bibliographic-data-grant.invention-title..attrs.id","us-bibliographic-data-grant.number-of-claims","us-bibliographic-data-grant.us-exemplary-claim","us-bibliographic-data-grant.figures.number-of-drawing-sheets","us-bibliographic-data-grant.figures.number-of-figures","us-bibliographic-data-grant.us-parties.us-applicants.address.city","us-bibliographic-data-grant.us-parties.us-applicants.address.country","us-bibliographic-data-grant.us-parties.us-applicants.country","us-bibliographic-data-grant.us-parties.us-applicants.sequence","us-bibliographic-data-grant.us-parties.us-applicants.app-type","us-bibliographic-data-grant.us-parties.us-applicants.designation","us-bibliographic-data-grant.us-parties.inventors1","us-bibliographic-data-grant.us-parties.inventors2","us-bibliographic-data-grant.us-parties.inventors.city","us-bibliographic-data-grant.us-parties.inventors.country","us-bibliographic-data-grant.us-parties.inventors.sequence","us-bibliographic-data-grant.us-parties.inventors.designation","drawings..attrs.id","description..attrs.id","us-claim-statement","claims1","claims.id","claims.num","claims..attrs.id",".attrs.lang",".attrs.dtd-version",".attrs.file",".attrs.status",".attrs.id",".attrs.country",".attrs.date-produced",".attrs.date-publ"
"xml","US","D0786934","S1","20170516","US","29544269","20151102","design","29","15","10","1501","US","D15  5","Supercharger housing having integrated cooling fins","d2e53","1","1","3","8","Cleveland","US","US","001","applicant","us-only","Brady","Jason A.","Livonia","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a supercharger housing having integrated cooling fins, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786934-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786935","S1","20170516","US","29546241","20151120","design","29","15","10","1501","US","D15  5","Filter element","d2e53","1","1","7","7","Kearney","US","US","001","applicant","us-only","Krull","Timothy L.","Kearney","US","001","us-only","DRAWINGS","description","CLAIM","I claim the ornamental design for the filter element, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786935-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786936","S1","20170516","US","29564960","20160517","design","29","15","10","1501","US","D15  5","Differential case lid","d2e53","1","1","3","7","East Prairie","US","US","001","applicant","us-only","Manning","Kevin R.","East Prairie","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a differential case lid, as shown.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786936-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786937","S1","20170516","US","29547274","20151202","design","29","15","10","1502","US","D15  7","Balloon inflation device","d2e53","1","1","6","6","Sharon Center","US","US","001","applicant","us-only","Nelson","David C.","Akron","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a balloon inflation device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786937-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786938","S1","20170516","US","29547276","20151202","design","29","15","10","1502","US","D15  7","Balloon inflation device","d2e53","1","1","6","6","Sharon Center","US","US","001","applicant","us-only","Nelson","David C.","Akron","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a balloon inflation device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786938-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786939","S1","20170516","US","29547403","20151203","design","29","15","10","1502","US","D15  7","Balloon inflation device","d2e53","1","1","6","6","Sharon Center","US","US","001","applicant","us-only","Nelson","David C.","Akron","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a balloon inflation device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786939-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786940","S1","20170516","US","29539493","20150915","design","29","15","10","1503","US","D15 11","Snowthrower power head","d2e53","1","1","9","9","Bloomington","US","US","001","applicant","us-only","Dretzka","Philip C.","Woodbury","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a snowthrower power head, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786940-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786941","S1","20170516","US","29563480","20160505","design","29","15","10","1503","US","D15 26","Tractor","d2e53","1","1","7","7","Osaka-shi","JP","JP","001","applicant","us-only","Kushita","Yoshihiro","Sakai","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a tractor, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786941-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786942","S1","20170516","US","29508367","20141105","design","29","14","10","1503","US","D15 27","Hopper trailer","d2e53","1","1","5","6","Annaheim","CA","CA","001","applicant","us-only","Blitterswijk","Anneke","Johannesburg","ZA","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a hopper trailer, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786942-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786943","S1","20170516","US","29563185","20160503","design","29","15","10","1503","US","D15 27","Dual hay spear","d2e53","1","1","12","14","Wagoner","US","US","001","applicant","us-only","Gardner","James","Wagoner","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design of the dual hay spear, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786943-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786944","S1","20170516","US","29562745","20160428","design","29","15","10","1503","US","D15 28","Operating handle for working vehicle","d2e71","1","1","11","11","Osaka","JP","JP","001","applicant","us-only","Okuyama","Kiyoyuki","Yamagata","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an operating handle for working vehicle, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786944-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786945","S1","20170516","US","29552844","20160126","design","29","15","10","1503","US","D15 31","Work vehicle body panel","d2e53","1","1","7","8","Moline","US","US","001","applicant","us-only","Smith","Richard J.","Dubuque","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a work vehicle body panel, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786945-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786946","S1","20170516","US","29565256","20160519","design","29","15","10","1507","US","D15 85","Refrigerator","d2e71","1","1","10","10","Suwon-si","KR","KR","001","applicant","us-only","Kim","Byeong-Soo","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a refrigerator, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786946-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786947","S1","20170516","US","29560585","20160408","design","29","15","10","1507","US","D15 86","Refrigerator","d2e71","1","1","7","8","Suwon-si","KR","KR","001","applicant","us-only","Kim","Ki-Soo","Gunpo-Si","KR","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a refrigerator, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786947-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786948","S1","20170516","US","29568814","20160621","design","29","15","10","1507","US","D15 86","Refrigerator","d2e71","1","1","9","10","Seoul","KR","KR","001","applicant","us-only","Lee","Hangbok","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a refrigerator, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786948-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786949","S1","20170516","US","29556831","20160303","design","29","15","10","1507","US","D15 89","Refrigerator drawer","d2e71","1","1","10","10","Istanbul","TR","TR","001","applicant","us-only","Onrat","Onur","Istanbul","TR","001","us-only","DRAWINGS","description","CLAIM","The ornamental designs for a refrigerator drawer, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786949-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786950","S1","20170516","US","29501038","20140829","design","29","14","10","1509","US","D15122","Gantry and extruder assembly","d2e53","1","1","6","6","Dayto","US","US","001","applicant","us-only","Armani","Michael Daniel","Dayto","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a gantry and extruder assembly, as shown.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786950-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786951","S1","20170516","US","29536780","20150819","design","29","15","10","1509","US","D15122","Reaction tube","d2e71","1","1","11","11","Tokyo","JP","JP","001","applicant","us-only","Osaka","Akihiro","Toyama","JP","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a reaction tube, as shown (and described).","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786951-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786952","S1","20170516","US","29546455","20151123","design","29","15","10","1509","US","D15139","Cutting insert","d2e53","1","1","5","7","Daegu","KR","KR","001","applicant","us-only","Jeong","Chang Won","Daegu","KR","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a cutting insert, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786952-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786953","S1","20170516","US","29546492","20151123","design","29","15","10","1509","US","D15139","Cutting insert","d2e53","1","1","5","7","Daegu","KR","KR","001","applicant","us-only","Jeong","Chang Won","Daegu","KR","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a cutting insert, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786953-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786954","S1","20170516","US","29537989","20150831","design","29","15","10","1605","US","D16219","Camera lens","d2e71","1","1","5","10","Saitama-shi, Saitama","JP","JP","001","applicant","us-only","Tagawa","Kinya","Tokyo","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a camera lens, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786954-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786955","S1","20170516","US","29543965","20151029","design","29","15","10","1605","US","D16245","Component of a mount for a digital video camera","d2e71","1","1","4","6","Amsterdam","NL","NL","001","applicant","us-only","Taylor","Christopher James","London","GB","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a component of a mount for a digital video camera, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786955-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786956","S1","20170516","US","29545587","20151113","design","29","15","10","1606","US","D16315","Eyewear","d2e53","1","1","5","7","Miami Beach","US","US","001","applicant","us-only","Sheldon","Brent","Miami Beach","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for eyewear, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786956-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786957","S1","20170516","US","29543841","20151028","design","29","15","10","1606","US","D16326","Eyewear","d2e53","1","1","5","7","Miami Beach","US","US","001","applicant","us-only","Sheldon","Brent","Miami Beach","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for eyewear, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786957-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786958","S1","20170516","US","29568102","20160615","design","29","15","10","1606","US","D16326","Antiglare glasses","d2e71","1","1","7","7","Bobigny","FR","FR","001","applicant","us-only","Grasset","Laurent","Montreal-la-Cluse","FR","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for antiglare glasses, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786958-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786959","S1","20170516","US","29532506","20150707","design","29","15","10","1701","US","D17  9","Portable piano case","d2e53","1","1","8","10","Bellevue","US","US","001","applicant","us-only","Lake","Jordan","Bellevue","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a portable piano case, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786959-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786960","S1","20170516","US","29562595","20160427","design","29","15","10","1703","US","D17 14","Musical instrument","d2e53","1","1","7","7","Cherry Hill","US","US","001","applicant","us-only","Eichen","Matthew","Cherry Hill","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a musical instrument, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786960-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786961","S1","20170516","US","29533618","20150720","design","29","15","10","1703","US","D17 20","Pedalboard for musical effects devices","d2e73","1","1","5","7","Barcelona","ES","ES","001","applicant","us-only","Canivell Grifols","Jordi","Barcelona","ES","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a pedalboard for musical effects devices, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786961-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786962","S1","20170516","US","29546568","20151124","design","29","15","10","1603","US","D18 43","Side cover for process cartridge for image forming device","d2e71","1","1","6","8","Ohta-ku, Tokyo","JP","JP","001","applicant","us-only","Toba","Shinjiro","Yokohama","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a side cover for process cartridge for image forming device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786962-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786963","S1","20170516","US","29500816","20140828","design","29","14","10","1402","US","D18 50","Imaging device","d2e53","1","1","7","7","Houston","US","US","001","applicant","us-only","Mycroft","Damian James","San Diego","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an imaging device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786963-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786964","S1","20170516","US","29563004","20160502","design","29","15","10","1402","US","D18 50","Desktop printer","d2e53","1","1","7","7","Norwalk","US","US","001","applicant","us-only","Clark, III","William T","Pittsford","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a desktop printer, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786964-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786965","S1","20170516","US","29528242","20150527","design","29","15","10","1402","US","D18 55","Printer","d2e53","1","1","8","8","Houston","US","US","001","applicant","us-only","Huang","Daniel","Houston","US","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a printer, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786965-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786966","S1","20170516","US","29497035","20140721","design","29","14","10","1802","US","D18 56","Cartridge for ink jet printer","d2e71","1","1","7","7","Tokyo","JP","JP","001","applicant","us-only","Matsushita","Takehiko","Tokyo","JP","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a cartridge for ink jet printer, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786966-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786967","S1","20170516","US","29547415","20151203","design","29","15","10","1802","US","D18 56","Multi-function printer","d2e53","1","1","8","8","Hsinchu","TW","TW","001","applicant","us-only","Tu","Chin-Jung","Hsinchu","TW","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a multi-function printer, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786967-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786968","S1","20170516","US","29552146","20160120","design","29","15","10","1802","US","D18 56","Process cartridge for printer","d2e108","1","1","24","24","Ohta-ku, Tokyo","JP","JP","001","applicant","us-only","Uratani","Shunsuke","Mishima","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a process cartridge for printer, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786968-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786969","S1","20170516","US","29558621","20160318","design","29","15","10","1802","US","D18 56","Access door of a printer","d2e53","1","1","9","9","Houston","US","US","001","applicant","us-only","Brown","Stephen G.","Houston","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an access door of a printer, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786969-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786970","S1","20170516","US","29568090","20160615","design","29","15","10","1802","US","D18 56","Printer","d2e71","1","1","7","7","Nagoya-shi, Aichi-ken","JP","JP","001","applicant","us-only","Mita","Masayoshi","Nagoya","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a printer, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786970-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786971","S1","20170516","US","29568110","20160615","design","29","15","10","1802","US","D18 56","Printer","d2e71","1","1","9","10","Nagoya-shi, Aichi-ken","JP","JP","001","applicant","us-only","Mita","Masayoshi","Nagoya","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a printer, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786971-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786972","S1","20170516","US","29553243","20160129","design","29","15","10","1901","US","D19  1","Tape for tape printing machine","d2e73","1","1","3","9","Nagoya-shi, Aichi-ken","JP","JP","001","applicant","us-only","Nakai","Shimako","Nagoya","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a tape for tape printing machine, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786972-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786973","S1","20170516","US","29549078","20151218","design","29","15","10","1906","US","D19170","Ballpoint pen","d2e71","1","1","3","7","Chuo-ku, Tokyo","JP","JP","001","applicant","us-only","Matsushita","Moegi","Tokyo","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a ballpoint pen, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786973-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786974","S1","20170516","US","29518903","20150227","design","29","14","10","2003","US","D20 19","Pair of advertising panels with rounded marker for shopping cart corral","d2e53","1","1","10","12","New York","US","US","001","applicant","us-only","Lueken","Harold","New York","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a pair of advertising panels with rounded marker for shopping cart corral, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786974-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786975","S1","20170516","US","29518920","20150227","design","29","14","10","2003","US","D20 19","Pair of advertising panels with triangular marker for shopping cart corral","d2e53","1","1","10","12","New York","US","US","001","applicant","us-only","Lueken","Harold","New York","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a pair of advertising panels with triangular marker for shopping cart corral, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786975-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786976","S1","20170516","US","29540425","20150924","design","29","15","10","1908","US","D20 27","Label","d2e53","1","1","12","20","Dallas","US","US","001","applicant","us-only","Keating","Daniel S.","Colorado Springs","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a label, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786976-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786977","S1","20170516","US","29524994","20150424","design","29","14","10","2002","US","D20 32","Mannequin torso with cut-outs","d2e92","1","1","4","4","Auetal","DE","DE","001","applicant","us-only","Gesswein","Andreas","Auetal","DE","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for mannequin torso with cut-outs, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786977-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786978","S1","20170516","US","29556556","20160301","design","29","15","10","2002","US","D20 40","Golf bag sign","d2e53","1","1","12","21","Carlsbad","US","US","001","applicant","us-only","Hemphill","Gregg","Ladera Ranch","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a golf bag sign, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786978-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786979","S1","20170516","US","29543302","20151022","design","29","15","10","2101","US","D21333","Skin cover for an electronic device","d2e53","1","1","1","1","Temecula","US","US","001","applicant","us-only","Buller","Jonathan Blake","Temecula","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a skin cover for an electronic device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786979-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786980","S1","20170516","US","29562312","20160425","design","29","15","10","2101","US","D21333","Faceplate for a videogame controller","d2e53","1","1","8","8","Burbank","US","US","001","applicant","us-only","Strahle","Brad","Crestline","US","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a faceplate for a videogame controller, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786980-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786981","S1","20170516","US","29562314","20160425","design","29","15","10","2101","US","D21333","Faceplate for a videogame controller","d2e53","1","1","8","8","Burbank","US","US","001","applicant","us-only","Strahle","Brad","Crestline","US","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a faceplate for a videogame controller, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786981-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786982","S1","20170516","US","29494552","20140621","design","29","14","10","2101","US","D21338","Game board component","d2e71","1","1","8","8","Seoul","KR","KR","001","applicant","us-only","Kim","Yong Chul","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for game board component, as shown.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786982-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786983","S1","20170516","US","29556012","20160226","design","29","15","10","2101","US","D21491","Construction set element","d2e53","1","1","6","8","Montreal","CA","CA","001","applicant","us-only","Côté´","Geneviève","St-Constant","CA","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a construction set element, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786983-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786984","S1","20170516","US","29542552","20151015","design","29","15","10","2101","US","D21492","Construction set element","d2e53","1","1","7","7","Montreal","CA","CA","001","applicant","us-only","Pouliot","Maxime","Pierrefonds","CA","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a construction set element, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786984-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786985","S1","20170516","US","29539011","20150910","design","29","15","10","2101","US","D21505","Construction set element","d2e53","1","1","14","14","Montreal","CA","CA","001","applicant","us-only","Ramière","Anthony","Montreal","CA","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a construction set element, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786985-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786986","S1","20170516","US","29516790","20150205","design","29","14","10","2101","US","D21570","Toy shooter","d2e53","1","1","7","7","Taipei","TW","TW","001","applicant","us-only","Su","Tsang-Sheng","Taipei","TW","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a toy shooter, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786986-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786987","S1","20170516","US","29516788","20150205","design","29","14","10","2101","US","D21572","Toy water gun with tank","d2e53","1","1","7","7","Taipei","TW","TW","001","applicant","us-only","Su","Tsang-Sheng","Taipei","TW","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a toy water gun with tank, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786987-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786988","S1","20170516","US","29535033","20150803","design","29","15","10","2103","US","D21630","Interlockable toy character","d2e53","1","1","9","9","North Miami","US","US","001","applicant","us-only","McGaffic","Donna","North Miami","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for interlockable toy character, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786988-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786989","S1","20170516","US","29511057","20141205","design","29","14","10","2102","US","D21753","Weighted swing training apparatus","d2e53","1","1","14","14","Rancho Santa Margarita","US","US","001","applicant","us-only","Mattern","Erik","Corona Del Mar","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a weighted swing training apparatus, as shown.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786989-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786990","S1","20170516","US","29560067","20160401","design","29","15","10","2102","US","D21759","Golf club head","d2e53","1","1","3","8","Carlsbad","US","US","001","applicant","us-only","Tang","Larry","Carlsbad","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a golf club head, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786990-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786991","S1","20170516","US","29560159","20160404","design","29","15","10","2102","US","D21759","Golf club head","d2e53","1","1","4","8","Carlsbad","US","US","001","applicant","us-only","Tang","Larry","Carlsbad","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a golf club head, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786991-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786992","S1","20170516","US","29560204","20160404","design","29","15","10","2102","US","D21759","Golf club head","d2e53","1","1","4","8","Carlsbad","US","US","001","applicant","us-only","Tang","Larry","Carlsbad","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a golf club head, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786992-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
