"","us-bibliographic-data-grant.publication-reference1","us-bibliographic-data-grant.publication-reference2","us-bibliographic-data-grant.publication-reference3","us-bibliographic-data-grant.publication-reference4","us-bibliographic-data-grant.application-reference1","us-bibliographic-data-grant.application-reference2","us-bibliographic-data-grant.application-reference3","us-bibliographic-data-grant.application-reference..attrs.appl-type","us-bibliographic-data-grant.us-application-series-code","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","us-bibliographic-data-grant.invention-title.text","us-bibliographic-data-grant.invention-title..attrs.id","us-bibliographic-data-grant.number-of-claims","us-bibliographic-data-grant.us-exemplary-claim","us-bibliographic-data-grant.us-parties.us-applicants.address.city","us-bibliographic-data-grant.us-parties.us-applicants.address.country","us-bibliographic-data-grant.us-parties.us-applicants.country","us-bibliographic-data-grant.us-parties.us-applicants.sequence","us-bibliographic-data-grant.us-parties.us-applicants.app-type","us-bibliographic-data-grant.us-parties.us-applicants.designation","us-bibliographic-data-grant.us-parties.inventors1","us-bibliographic-data-grant.us-parties.inventors2","us-bibliographic-data-grant.us-parties.inventors.city","us-bibliographic-data-grant.us-parties.inventors.country","us-bibliographic-data-grant.us-parties.inventors.sequence","us-bibliographic-data-grant.us-parties.inventors.designation","NA","NA","NA","NA","NA","NA","NA","description..attrs.id","us-claim-statement","claims..attrs.id",".attrs.lang",".attrs.dtd-version",".attrs.file",".attrs.status",".attrs.id",".attrs.country",".attrs.date-produced",".attrs.date-publ"
"xml","US","09649435","B2","20170516","US","14007556","20120328","utility","14","20060101","A","A","61","M","5","00","F","I","20170516","US","B","H","Dosing mechanism","d2e71","10","1","Frankfurt am Main","DE","DE","001","applicant","us-only","Müller-Pathle","Stephan","Frankfurt am Main","DE","001","us-only","abstract","The present application is a U.S. National Phase Application pursuant to 35 U.S.C. §371 of International Application No. PCT/EP2012/055558 filed Mar. 28, 2012, which claims priority to European Patent Application No. 11160653.9 filed Mar. 31, 2011. The entire disclosure contents of these applications are herewith incorporated by reference into the present application.","p-0002","0001","CROSS REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649435-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649436","B2","20170516","US","14346196","20120920","utility","14","20060101","A","A","61","M","5","168","F","I","20170516","US","B","H","Assembly method for a fluid pump device for a continuous multi-fluid delivery system","d2e53","12","1","Indianola","US","US","001","applicant","us-only","Capone","Christopher D.","Pittsburgh","US","001","us-only","abstract","This Application is a 371 national phase application of PCT International Application No. PCT/US2012/056364, filed Sep. 20, 2012, and designating the United States of America, which claims the benefit from the earlier filed U.S. Provisional Application No. 61/537,371, filed Sep. 21, 2011, entitled “Continuous Multi-Fluid Delivery System and Method,” and is hereby incorporated into this application by reference as if fully set forth herein.","p-0002","0001","CROSS REFERENCE TO RELATED APPLICATION","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649436-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649437","B2","20170516","US","13830718","20130314","utility","13","20060101","A","A","61","M","5","172","F","I","20170516","US","B","H","Interventional catheter assemblies and control components for interventional catheter assemblies","d2e53","18","1",NA,NA,NA,"001","applicant","us-only","Eubanks","Shannon","Woodinville","US","001","us-only","abstract","Interventional catheter assemblies for performing minimally invasive operations at internal body sites, such as at an internal cavity or lumen of a mammalian subject, are disclosed. The disclosure relates, more particularly, to systems and methods used for operating and controlling such interventional catheter assemblies.","p-0002","0001","FIELD OF THE INVENTION","h-0001","1","description","We claim:","claims","EN","v4.5 2014-04-03","US09649437-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649438","B2","20170516","US","14262104","20140425","utility","14","20060101","A","A","61","M","25","00","F","I","20170516","US","B","H","Physiological monitoring-based implantable drug infusion system","d2e53","19","1","Duluth","US","US","001","applicant","us-only","Baykal","Demir","Duluth","US","001","us-only","abstract","Embodiments of the invention generally relate to medical devices and, more specifically, to implantable drug infusion systems associated with physiological monitoring systems.","p-0002","0001","TECHNICAL FIELD","h-0001","1","description","What is claimed:","claims","EN","v4.5 2014-04-03","US09649438-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649439","B2","20170516","US","15180694","20160613","utility","15","20060101","A","A","61","M","5","172","F","I","20170516","US","B","H","Systems and methods for facilitating patient-based adjustment of drug infusion","d2e43","20","1","Larchmont","US","US","001","applicant","us-only","John","Michael Sasha","Larchmont","US","001","us-only","abstract","This application is a continuation of U.S. application Ser. No. 14/715,995 entitled “System for Providing Therapy to a Patient” filed May 19, 2015 which is a continuation of U.S. application Ser. No. 11/877,897, filed Oct. 24, 2007, entitled “Methods and Systems for semi-automatic adjustment of medical monitoring and treatment” based upon U.S. Provisional Application 60/862,799 and is a continuation-in-part of U.S. patent application Ser. No. 11/309,605 filed Aug. 30, 2006, entitled “Medical treatment using patient states, patient alerts, and hierarchical algorithm”, said application being based upon U.S. Provisional application No. 60/596,095 filed, Aug. 31, 2005, entitled “Therapeutic treatment of medical disorders based on timing and state information” and U.S. Provisional application No. 60/596,693 filed Oct. 13, 2005, entitled “Systems and Methods for Tissue Stimulation in Medical Treatment”, all of which are incorporated by reference.","p-0002","0001","CROSS REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09649439-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649440","B2","20170516","US","14103181","20131211","utility","14","20060101","A","A","61","M","5","00","F","I","20170516","US","B","H","Syringe device for skin treatment","d2e53","4","1","Gyeonggi-do","KR","KR","001","applicant","us-only","Yoon","Sung Tae","Seoul","KR","001","us-only","abstract","1. Field of the Invention","p-0002","0001","BACKGROUND","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09649440-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649441","B2","20170516","US","11910531","20060321","utility","11","20060101","A","A","61","M","5","32","F","I","20170516","US","B","H","Injection device (bayonet cap removal)","d2e71","6","1","St. Albans","GB","GB","001","applicant","us-only","Barrow-Williams","Timothy Donald","St. Albans","GB","001","us-only","abstract","The present invention relates to an injection device of the type that receives a syringe and includes a cap over a dispensing aperture of the injection device.","p-0002","0001","FIELD OF THE INVENTION","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649441-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649442","B2","20170516","US","14089178","20131125","utility","14","20060101","A","A","61","M","5","24","F","I","20170516","US","B","H","Method of reconstituting a substance using an injector device","d2e55","10","1","Franklin Lakes","US","US","001","applicant","us-only","Bendek","Antonio","Vernon","US","001","us-only","abstract","This application is a continuation of U.S. application Ser. No. 13/314,292, filed Dec. 8, 2011, now U.S. Pat. No. 8,613,720, which is a continuation of U.S. application Ser. No. 11/791,600, filed May 24, 2007, now U.S. Pat. No. 8,092,420, which is a National Stage Application under §371 of PCT Appl. No. PCT/US2005/042426, filed Nov. 22, 2005, which claims priority to U.S. Provisional Appl. No. 60/630,947, filed Nov. 24, 2004, the entireties of which are incorporated by reference herein.","p-0002","0001","CROSS-REFERENCES TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09649442-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649443","B2","20170516","US","13883973","20111107","utility","13","20060101","A","A","61","M","5","24","F","I","20170516","US","B","H","Container holder assembly","d2e71","18","1","Nacka","SE","SE","001","applicant","us-only","Klintenstedt","Per","Nacka","SE","001","us-only","abstract","The present invention relates to a cartridge assembly for medicament delivery devices and in particular to a cartridge assembly where safety and handling aspects have been improved by the interaction of a cartridge, a cartridge holder and a cartridge retainer.","p-0002","0001","TECHNICAL FIELD","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649443-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649444","B2","20170516","US","13889539","20130508","utility","13","20060101","A","A","61","M","5","315","F","I","20170516","US","B","H","Positive displacement stopper for a pre-filled syringe","d2e53","14","1","Franklin Lakes","US","US","001","applicant","us-only","Schiller","Eric","Kinnelon","US","001","us-only","abstract","This application is a divisional of and claims priority to U.S. patent application Ser. No. 12/133,041 filed Jun. 4, 2008, entitled “Positive Displacement Stopper for a Pre-Filled Syringe” which claims priority to U.S. Provisional Patent Application No. 60/941,851, filed Jun. 4, 2007, entitled “Stopper and Plunger Rod for a Pre-Filled Syringe” and to U.S. Provisional Patent Application No. 60/950,741, filed Jul. 19, 2007, entitled “Positive Displacement Stopper for a Pre-Filled Syringe”, the entire disclosures of each of which are hereby incorporated by reference in their entirety.","p-0002","0001","CROSS REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649444-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649445","B2","20170516","US","13322351","20100528","utility","13","20060101","A","A","61","M","5","31","F","I","20170516","US","B","H","Dosing mechanism for a drug delivery device","d2e73","15","1","Worcestershire","GB","GB","001","applicant","us-only","Jones","Christopher","Worcestershire","GB","001","us-only","abstract","The present application is a 35 U.S.C. 371 National Application of PCT/EP2010/057484 filed May 28, 2010, which claims priority to U.S. Provisional Patent Application No. 61/152,844, filed Jun. 1, 2009 and European Patent Application No. 09009049.9 filed Jul. 10, 2009, the entire contents of which are incorporated entirely herein by reference.","p-0002","0001","CROSS REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649445-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649446","B2","20170516","US","15149106","20160507","utility","15","20060101","A","A","61","M","5","315","F","I","20170516","US","B","H","Medicament delivery device","d2e69","19","1","Sliema","MT","MT","001","applicant","us-only","Wieselblad","Anders","Stockholm","SE","001","us-only","abstract","This application is a continuation of U.S. patent application Ser. No. 14/395,001 now U.S. Pat. No. 9,358,343, filed on Oct. 16, 2014, which is a national-phase of International Application PCT/EP2013/057376 having International Filing Date 9 Apr. 2013 and which is a non-provisional application that claims the benefit of the filing date of U.S. Provisional Patent Application No. 61/625,159 filed on Apr. 17, 2012, and which claims priority to Sweden Patent Application 1250382-7 filed on 17 Apr. 2012.","p-0002","0001","TECHNICAL FIELD","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649446-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649447","B2","20170516","US","13825141","20110928","utility","13","20060101","A","A","61","M","5","31","F","I","20170516","US","B","H","Flexible fastener for drug delivery device","d2e69","10","1","Gloucestershire","GB","GB","001","applicant","us-only","Avery","Richard James Vincent","Gloucestershire","GB","001","us-only","abstract","The present application is a U.S. National Phase Application pursuant to 35 U.S.C. §371 of International Application No. PCT/EP2011/066929 filed Sep. 28, 2011, which claims priority to U.S. Provisional Patent Application No. 61/388,036 filed Sep. 30, 2010 and European Patent Application No. 10194723.2 filed Dec. 13, 2010. The entire disclosure contents of these applications are herewith incorporated by reference into the present application.","p-0002","0001","CROSS REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649447-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649448","B2","20170516","US","15037602","20141120","utility","15","20060101","A","A","61","M","5","00","F","I","20170516","US","B","H","Rotary sensor module with resynchronization feature","d2e61","13","1","Bagsvaerd","DK","DK","001","applicant","us-only","Madsen","John Oestergaard","Roedovre","DK","001","us-only","abstract","This application is a 35 U.S.C. §371 National Stage application of International Application PCT/EP2014/075180 (published as WO2015/075135), filed Nov. 20, 2014, which claims priority to European Patent Application 13193883.9, filed Nov. 21, 2013; this application claims priority under 35 U.S.C. §119 to U.S. Provisional Application 61/908,465; filed Nov. 25, 2013.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649448-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649449","B2","20170516","US","12223907","20070207","utility","12","20060101","A","A","61","M","5","315","F","I","20170516","US","B","H","Syringe having two-part cap and tubular neck sealing needle puncture membrane","d2e71","3","1","Weingarten","DE","DE","001","applicant","us-only","Glocker","Joachim","Weingarten","DE","001","us-only","abstract","The present disclosure relates to a syringe or carpule with a membrane and a cover device.","p-0002","0001","FIELD","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649449-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649450","B2","20170516","US","15220312","20160726","utility","15","20060101","A","A","61","M","5","00","F","I","20170516","US","B","H","Single use pneumatic safety syringe providing gas-driven needle retraction","d2e43","20","12","Vancouver","CA","CA","001","applicant","us-only","Klippenstein","John","West Kelowna","CA","001","us-only","abstract","This application is a continuation of U.S. patent application Ser. No. 14/925,121 filed 28 Oct. 2015, which is a continuation of U.S. patent application Ser. No. 13/975,190, filed 23 Aug. 2013, now U.S. Pat. No. 9,192,732, which is a continuation of U.S. patent application Ser. No. 13/430,382, filed 26 Mar. 2012, now U.S. Pat. No. 8,523,810, which is a continuation of U.S. patent application Ser. No. 12/780,104, filed 14 May 2010, now U.S. Pat. No. 8,167,848, which is a continuation of U.S. patent application Ser. No. 11/219,201, filed 2 Sep. 2005, now U.S. Pat. No. 7,811,259, which claims the benefit of U.S. Provisional Patent Application Ser. No. 60/606,891, filed 3 Sep. 2004, all of which are incorporated by reference herein in their entirety.","p-0002","0001","RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09649450-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649451","B2","20170516","US","14646144","20131125","utility","14","20060101","A","A","61","M","5","32","F","I","20170516","US","B","H","Injection device with integrated needle shield","d2e61","10","1","Bagsvaerd","DK","DK","001","applicant","us-only","Beek","Willem van der","Virum","DK","001","us-only","abstract","This application is a 35 U.S.C. §371 National Stage of International Application PCT/EP2013/074611(published as WO2014/082959), filed Nov. 25, 2013, which claims priority to European Patent Application 12194739.4, filed Nov. 29, 2012; this application claims priority under 35 U.S.C. §119 to U.S. Provisional Application 61/733,065; filed Dec. 4, 2012.","p-0002","0001","CROSS-REFERNCE TO RELATED APPLICATIONS","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649451-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649452","B2","20170516","US","14564634","20141209","utility","14","20060101","A","A","61","M","5","32","F","I","20170516","US","B","H","Active safety pen needle assembly","d2e53","5","1","Franklin Lakes","US","US","001","applicant","us-only","Srinivasan","Sudarsan","Wayne","US","001","us-only","abstract","This application claims priority to U.S. Provisional Patent Application No. 61/914,009, filed Dec. 10, 2013, the entire contents of which are incorporated by reference herein.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATION","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09649452-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649453","B2","20170516","US","13880518","20111025","utility","13","20060101","A","A","61","M","5","32","F","I","20170516","US","B","H","Safety devices","d2e71","14","1","Wrexham","GB","GB","001","applicant","us-only","Roberts","Gareth","Wrexham","GB","001","us-only","abstract","The present application is a U.S. National Phase Application pursuant to 35 U.S.C. §371 of International Application No. PCT/EP2011/068594 filed Oct. 25, 2011, which claims priority to European Patent Application No. 10188658.8 filed Oct. 25, 2010. The entire disclosure contents of these applications are herewith incorporated by reference into the present application.","p-0002","0001","CROSS REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649453-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649454","B2","20170516","US","13886322","20130503","utility","13","20060101","A","A","61","M","15","00","F","I","20170516","US","B","H","Delivery device and related methods","d2e53","18","1","Roslindale","US","US","001","applicant","us-only","Jones","Andrew","Roslindale","US","001","us-only","abstract","This application claims the benefit of U.S. Provisional Application No. 61/641,993, filed May 3, 2012, which is hereby incorporated by reference in its entirety.","p-0002","0001","BACKGROUND","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649454-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649455","B2","20170516","US","14596954","20150114","utility","14","20100101","A","B","67","D","7","22","F","I","20170516","US","B","H","Indicating device","d2e43","15","1","London","CA","CA","001","applicant","us-only","Blacker","Richard","Surrey","CA","001","us-only","abstract","This application is a continuation of U.S. application Ser. No. 13/938,009, filed Jul. 9, 2013, which is a continuation of U.S. application Ser. No. 13/431,237, filed Mar. 27, 2012, now U.S. Pat. No. 8,505,773, which is a continuation of U.S. application Ser. No. 13/167,441, filed Jun. 23, 2011, now U.S. Pat. No. 8,157,128, which is a continuation of U.S. application Ser. No. 12/454,564, filed May 19, 2009, now U.S. Pat. No. 7,984,826, which is a continuation of U.S. application Ser. No. 11/287,818, filed Nov. 28, 2005, now U.S. Pat. No. 7,575,130, which is a continuation of U.S. application Ser. No. 10/865,531, filed Jun. 10, 2004, now U.S. Pat. No. 6,997,349, which is a continuation of U.S. application Ser. No. 10/369,091, filed Feb. 18, 2003, now U.S. Pat. No. 6,938,796, which is a continuation of U.S. application Ser. No. 10/193,508, filed Jul. 11, 2002, now U.S. Pat. No. 6,561,384, which is a continuation of U.S. application Ser. No. 09/954,428, filed Sep. 14, 2001, now U.S. Pat. No. 6,435,372, which is a continuation of U.S. application Ser. No. 09/704,959, filed Nov. 2, 2000, now abandoned, which is a division of U.S. application Ser. No. 09/149,708, filed Sep. 8, 1998, now U.S. Pat. No. 6,161,724, which application is a continuation-in-part of U.S. application Ser. No. 09/008,184, filed Jan. 16, 1998, now U.S. Pat. No. 6,142,339, the entire disclosures of which are hereby incorporated herein by reference. No license, expressed or implied, is intended to be granted to application Ser. No. 09/008,184, 09/149,708, 09/704,959, 09/954,428, 10/193,508, 10/369,091, 10/865,531, 11/287,818, 12/454,564, 13/167,441, 13/431,237 or 13/938,009, or any patents issuing therefrom, by reason of the incorporation of reference herein.","p-0002","0001","BACKGROUND","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09649455-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649456","B2","20170516","US","12594365","20080407","utility","12","20060101","A","A","61","M","15","08","F","I","20170516","US","B","H","Nasal administration","d2e71","46","1","Oslo","NO","NO","001","applicant","us-only","Djupesland","Per Gisle","Oslo","NO","001","us-only","abstract","The present invention relates to the nasal administration of powdered substances, in particular drugs, and in particular substances which require a rapid onset of action, such as in the treatment of pain, including headaches, for example, cluster headaches and migraine, and neuropathic pain.","p-0002","0001","EXAMPLE #1","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649456-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649457","B2","20170516","US","12101287","20080411","utility","12","20060101","A","A","61","M","16","00","F","I","20170516","US","B","H","Process for operating a respirator and/or anesthesia device and a device operated correspondingly","d2e71","14","1","Lübeck","DE","DE","001","applicant","us-only","Glaw","Tobias","Lübeck","DE","001","us-only","abstract","This application claims the benefit of priority under 35 U.S.C. §119 of German Patent Application DE 10 2007 026 036.0 filed Jun. 4, 2007, the entire contents of which are incorporated herein by reference.","p-0002","0001","CROSS REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09649457-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649458","B2","20170516","US","13659190","20121024","utility","13","20060101","A","A","61","M","11","00","F","I","20170516","US","B","H","Breathing assistance system with multiple pressure sensors","d2e55","25","1","Mansfield","US","US","001","applicant","us-only","Andrieux","Claude","Bordes","FR","001","us-only","abstract","This application is a continuation of U.S. patent application Ser. No. 12/241,243, filed Sep. 30, 2008, now issued U.S. Pat. No. 8,302,602, the contents of which application is hereby incorporated in its entirety by reference.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09649458-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649459","B2","20170516","US","13624167","20120921","utility","13","20060101","A","A","61","M","16","06","F","I","20170516","US","B","H","Ventilator apparatus and method","d2e53","31","1","Paris","FR","FR","001","applicant","us-only","Taylor","Kenneth","Pitt Town","AU","001","us-only","abstract","This application is a continuation-in-part of U.S. application Ser. No. 13/613,958, filed on Sep. 13, 2012, which claims the benefit of the filing date of U.S. Provisional Patent Application No. 61/539,258 filed Sep. 26, 2011, the disclosures of which are incorporated herein by reference.","p-0002","0001","CROSS REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649459-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649460","B2","20170516","US","13667873","20121102","utility","13","20060101","A","A","61","M","16","06","F","I","20170516","US","B","H","Breathing apparatus and method for the use thereof","d2e53","31","1","Gaspe","CA","CA","001","applicant","us-only","Robitaille","Jean-Pierre","Gaspe","CA","001","us-only","abstract","This application claims the benefit of U.S. Provisional Application No. 61/555,265, filed Nov. 3, 2011, the entire disclosure of which is hereby incorporated herein by reference.","p-0002","0001","FIELD OF THE INVENTION","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09649460-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649461","B2","20170516","US","14387604","20130329","utility","14","20060101","A","A","61","B","1","00","F","I","20170516","US","B","H","Nested cannula starter alignment","d2e53","15","1","Eindhoven","NL","NL","001","applicant","us-only","Kung","Cynthia Ming-Fu","New York","US","001","us-only","abstract","This application is the U.S. National Phase application under 35 U.S.C. §371 of International Application Serial No. PCT/IB2013/052539, filed on Mar. 29, 2013, which claims the benefit of U.S. Application Ser. No. 61/617,764, filed on Mar. 30, 2012. These applications are hereby incorporated by reference herein.","p-0002","0001","CROSS-REFERENCE TO PRIOR APPLICATIONS","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649461-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649462","B2","20170516","US","14641523","20150309","utility","14","20060101","A","A","61","M","16","00","F","I","20170516","US","B","H","Laryngeal mask anchoring device for edentulous patients","d2e53","20","1","Grand Island","US","US","001","applicant","us-only","Franckowiak","Melissa","Grand Island","US","001","us-only","abstract","The present invention relates generally to a laryngeal mask anchoring device for edentulous patients. More so, a laryngeal mask anchoring device serves to seat an airway tube from a laryngeal mask in an operational position against edentulous gums to maintain the position of the airway tube passing through the mouth, while also partially separating to collapse into a substantially flat configuration for storage and portability.","p-0002","0001","FIELD OF THE INVENTION","h-0001","1","description","What I claim is:","claims","EN","v4.5 2014-04-03","US09649462-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649463","B2","20170516","US","14991038","20160108","utility","14","20060101","A","A","61","M","16","06","F","I","20170516","US","B","H","Patient interface device with limited support area on the face","d2e43","18","1","Wilmington","US","US","001","applicant","us-only","Ho","Peter Chi Fai","Pittsburgh","US","001","us-only","abstract","This application is a Continuation under 35 U.S.C. §120 of U.S. patent application Ser. No. 14/224,691, filed Mar. 25, 2014, which is a Continuation under 35 U.S.C. §120 of U.S. patent application Ser. No. 11/799,802, filed May 3, 2007, now U.S. Pat. No. 8,701,667, granted Apr. 22, 2014, which claims priority under 35 U.S.C. §119(e) from provisional U.S. Patent application No. 60/798,454, filed May 5, 2006, the contents of which are incorporated herein by reference.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","What is claimed is:","claims","EN","v4.5 2014-04-03","US09649463-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649464","B2","20170516","US","12868354","20100825","utility","12","20060101","A","A","61","M","16","00","F","I","20170516","US","B","H","Oxygen concentrator apparatus and method having an ultrasonic detector","d2e55","15","1","Lakeway","US","US","001","applicant","us-only","Wilkinson","William R.","Lakeway","US","001","us-only","abstract","This application is a Continuation of U.S. patent application Ser. No. 12/163,549 entitled “OXYGEN CONCENTRATOR APPARATUS AND METHOD”, filed on Jun. 27, 2008, which claims the benefit of priority of U.S. Provisional Patent Application Ser. No. 60/970,371 titled “Oxygen Concentrator Apparatus and Method”, filed on Sep. 6, 2007, both of which are hereby incorporated by reference in its entirety as though fully and completely set forth herein.","p-0002","0001","PRIORITY","h-0001","1","description","We claim:","claims","EN","v4.5 2014-04-03","US09649464-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649465","B2","20170516","US","12868368","20100825","utility","12","20060101","A","A","61","M","16","10","F","I","20170516","US","B","H","Oxygen concentrator apparatus and method having variable operation modes","d2e55","20","1","Lakeway","US","US","001","applicant","us-only","Wilkinson","William R.","Lakeway","US","001","us-only","abstract","This application is a Continuation of U.S. patent application Ser. No. 12/163,549 entitled “OXYGEN CONCENTRATOR APPARATUS AND METHOD”, filed on Jun. 27, 2008, which claims the benefit of priority of U.S. Provisional Patent Application Ser. No. 60/970,371 titled “Oxygen Concentrator Apparatus and Method”, filed on Sep. 6, 2007, both of which are hereby incorporated by reference in its entirety as though fully and completely set forth herein.","p-0002","0001","PRIORITY","h-0001","1","description","We claim:","claims","EN","v4.5 2014-04-03","US09649465-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649466","B2","20170516","US","14623779","20150217","utility","14","20060101","A","A","61","B","5","00","F","I","20170516","US","B","H","Systems and methods for gas mixture delivery to humans inside an MRI scanner","d2e53","28","1","Austin","US","US","001","applicant","us-only","Lu","Hanzhang","Coppell","US","001","us-only","abstract","The present application claims benefit of priority to U.S. Provisional Application Ser. No. 61/941,145, filed Feb. 18, 2014, the entire contents of which are being hereby incorporated by reference.","p-0002","0001","CROSS-REFERENCE TO RELATED APPLICATIONS","h-0001","1","description","The invention claimed is:","claims","EN","v4.5 2014-04-03","US09649466-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","09649467","B2","20170516","US","14104087","20131212","utility","14","20060101","A","A","61","M","16","10","F","I","20170516","US","B","H","Nitric oxide reactor and distributor apparatus and method","d2e53","17","1","Newport Beach","US","US","001","applicant","us-only","Miller","J. W. Randolph","Orem","US","001","us-only","abstract","This application is a continuation-in-part of co-pending U.S. patent application Ser. No. 13/870,322, filed Apr. 25, 2013, which is a continuation of U.S. patent application Ser. No. 12/361,151, filed Jan. 31, 2008, issued as U.S. Pat. No. 8,434,475 on May 7, 2013, which claims the benefit of U.S. Provisional Patent Application Ser. No. 61/025,230, filed Jan. 31, 2008, all of which are hereby incorporated by reference in their entirety.","p-0002","0001","RELATED APPLICATIONS","h-0001","1","description","What is claimed and desired to be secured by United States Letters Patent is:","claims","EN","v4.5 2014-04-03","US09649467-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
